host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout,class_label,lens,lsb
PGC48860,134140+613852,205.4187,61.648,dE,4.03,0.005979424808174372,"(196, 303)",4665.717366148463,7868.186259767567,ugriz,5,1,2.0,,1.0
PGC48860,134309+614331,205.7896,61.7255,dE,3.39,,"(196, 303)",1261.7710740591006,9381.678555087556,ugriz,5,1,2.0,,1.0
,0905253+495345,136.35528,49.89575,UDG,6.09,,"(175, 280)",2135.703874834516,2984.127476138106,griz,4,1,,,
NGC4736,dw1303p4222,195.8097,42.3733,,12.1156018336092,,"(289, 265)",7600.994542696199,2547.4604951272026,ugri,4,1,2.0,,1.0
,0923396+641533,140.91494,64.25919,UDG,5.83,,"(121, 309)",1765.5990792796442,343.09506615163536,giz,3,1,,,
NGC0525,MATLAS-65,20.9905,10.1382,dE  ,6.16,,"(41, 200)",1675.8360865532359,7679.0677625786775,u,1,1,2.0,,1.0
NGC0525,MATLAS-67,21.0381,9.8522,dI  ,0.0,,"(41, 200)",764.0606406767738,2137.1860626891057,u,1,1,2.0,,1.0
PGC5222,012325+094503,20.8546,9.751,dE,4.85,,"(41, 200)",4267.461299895077,174.64918540880808,u,1,1,2.0,,1.0
PGC5222,012350+094753,20.9595,9.7983,dE,2.74,,"(41, 200)",2264.350139580819,1091.828880749917,u,1,1,2.0,,1.0
NGC5631,MATLAS-1868,216.0789,57.1279,dE  ,5.34,,"(235, 294)",1427.1483699386777,7487.468771005695,ugri,4,1,2.0,,1.0
PGC51036,142320+571353,215.8374,57.2316,dE,6.4,0.0063506742008030415,"(235, 294)",3970.193892700152,9488.934365096435,ugri,4,1,2.0,,1.0
,1422080+570740,215.53336,57.12792,UDG,5.65,,"(235, 294)",7165.275766385665,7482.228172708072,ugri,4,1,,,
,1555241+334505,238.85056,33.75152,UDG,6.77,,"(396, 248)",4687.31017900357,184.71433120303755,ugri,4,1,,,
,1111473+563156,167.94705,56.53215,UDG,11.98,,"(185, 293)",1201.2960381295056,5632.86335321455,giz,3,1,2.0,,1.0
,2240062+223715,340.02604,22.62089,UDG,6.91,,"(628, 225)",2229.3103915703527,7344.166863653865,ur,2,1,,,
PGC40228,122346+473932,185.9422,47.6589,dE,10.31,,"(251, 275)",2667.4669601102355,8082.013905273181,ugri,4,1,2.0,,1.0
,1421342+413839,215.39246,41.64419,UDG,6.49,,"(323, 263)",8491.762877229457,7799.140882025613,ugri,4,1,,,
,1530405+180311,232.66867,18.053,UDG,6.82,,"(443, 216)",9241.676519984883,6029.72614639281,u,1,1,,,
,1146170+391159,176.57074,39.19967,UDG,6.84,,"(274, 258)",724.7313051581532,8876.126161229757,ugri,4,1,,,
,1522113+323710,230.54708,32.61949,UDG,5.87,,"(389, 245)",6133.418948147495,7315.965968936374,ugri,4,1,,,
,1657280+700915,254.36686,70.15407,UDG,5.32,,"(174, 320)",5027.124109511946,7985.725052530987,ugriz,5,1,,,
PGC24506,084505+501516,131.2743,50.2545,dE,3.56,,"(167, 281)",4985.913995859,242.43540237204797,ugriz,5,1,2.0,,1.0
NGC3674,MATLAS-991,170.7138,56.915,dE  ,4.82,,"(186, 294)",5438.978757087602,3352.9200682060355,giz,3,1,2.0,,1.0
NGC3674,MATLAS-997,170.7894,56.8398,dE  ,3.4,,"(186, 294)",4638.505255303629,1895.5719876626003,giz,3,1,2.0,,1.0
PGC50613,141036+193441,212.653,19.5781,dE,5.26,,"(401, 219)",5861.153528463207,6513.616772273575,u,1,1,2.0,,1.0
NGC5308,MATLAS-1554,206.2845,61.435,dEN ,3.79,,"(197, 303)",6350.50063671421,3741.8753986680254,ugriz,5,1,2.0,,1.0
PGC48860,134510+611534,206.2954,61.2595,dE,3.56,0.006554852705448866,"(197, 303)",6256.533898112921,340.6283359613235,ugriz,5,1,2.0,,1.0
,0035564+240117,8.98518,24.02143,UDG,14.03,,"(16, 228)",962.6544662312863,5418.562566475312,ur,2,1,,,
,0141231+322420,25.34637,32.40562,UDG,6.1,,"(43, 245)",7387.8309698629055,3172.641539187239,ugr,3,1,,,
,0142089+323058,25.53729,32.51607,UDG,5.79,,"(43, 245)",4265.049663860706,5311.575011024422,ugr,3,1,,,
,0811095+561724,122.78974,56.29007,UDG,5.76,,"(136, 293)",9438.983220799273,945.0559282070053,ugriz,5,1,,,
,1649416+425912,252.42314,42.98675,UDG,5.83,,"(369, 266)",2856.265287688379,4745.157642504383,ugri,4,1,,,
,187,185.842333333333,19.2031944444444,,7.88311831752177,,"(351, 218)",792.5589743348582,8940.490814058012,u,1,1,,,
PGC39791,121922+753812,184.8418,75.6368,dE,4.24,,"(93, 331)",9210.617968579641,7682.22675371534,gri,3,1,2.0,,1.0
PGC39791,121937+754352,184.9077,75.7313,dE,6.27,,"(93, 331)",8868.77934919898,9508.882666496498,gri,3,1,2.0,,1.0
PGC39791,121952+753541,184.9698,75.595,dE,3.5,,"(93, 331)",8605.569613961117,6863.796279680877,gri,3,1,2.0,,1.0
PGC39791,121959+754236,184.9977,75.7101,dE,2.88,,"(93, 331)",8443.936074354004,9092.508482911368,gri,3,1,2.0,,1.0
PGC39791,122004+752951,185.018,75.4976,dE,7.36,0.00473313732072711,"(93, 331)",8395.528717311154,4973.563506663061,gri,3,1,2.0,,1.0
PGC39791,122018+753100,185.0755,75.5168,dE,8.11,,"(93, 331)",8112.46546948226,5342.455656257816,gri,3,1,2.0,,1.0
PGC39791,122057+754445,185.239,75.7461,UDG,9.44,,"(93, 331)",7284.1331046986525,9778.440641789628,gri,3,1,2.0,,1.0
PGC39791,122118+754205,185.327,75.7016,dE,3.69,,"(93, 331)",6869.942685844097,8912.993436469445,gri,3,1,2.0,,1.0
PGC39791,122259+752751,185.7464,75.4642,dE,3.96,,"(93, 331)",4860.437692571182,4306.266837096136,gri,3,1,2.0,,1.0
,1224039+751950,186.01621,75.33051,UDG,6.37,,"(93, 331)",3535.0659361025437,1719.14155478155,gri,3,1,2.0,,1.0
,1226114+753555,186.54771,75.59847,UDG,5.4,,"(93, 331)",999.6105271341085,6936.313882091841,gri,3,1,,,
,1226429+753334,186.67864,75.55946,UDG,7.32,,"(93, 331)",356.3343657822925,6189.9847783415535,gri,3,1,2.0,,1.0
NGC2685,MATLAS-453,134.4924,59.0925,dE  ,5.34,,"(139, 298)",9470.170229872256,6807.586562210465,griz,4,1,2.0,,1.0
PGC39492,121639+265941,184.1627,26.995,dE,11.73,,"(328, 234)",3252.573918116864,4903.805646214883,u,1,1,2.0,,1.0
,1739404+584657,264.9182,58.78247,UDG,5.32,,"(273, 298)",6112.365581616356,785.3931841753429,ugriz,5,1,,,
PGC35064,113035+392501,172.6473,39.4172,dE,9.77,,"(266, 259)",752.8595540660681,3402.096974350181,ugri,4,1,2.0,,1.0
,1116530+230757,169.2208,23.13257,UDG,5.53,,"(312, 226)",9480.535342517513,7572.9358251306,u,1,1,,,
,2239446+180218,339.93568,18.03829,UDG,9.81,,"(647, 216)",8912.871556053973,5744.2659054432315,u,1,1,,,
,2306233+013113,346.59722,1.52034,UDG,9.58,,"(693, 183)",5417.616891115198,5394.170222789076,u,1,1,,,
,1203441+414731,180.9336,41.79199,UDG,7.08,,"(269, 264)",5780.247353383535,969.2090951424161,ugri,4,1,2.0,,1.0
,1205041+415520,181.26724,41.92221,UDG,5.79,,"(269, 264)",967.8961037531758,3499.0835138903294,ugri,4,1,,,
,1115274+311328,168.86403,31.2244,UDG,6.45,,"(289, 242)",268.62440476100255,9354.772644590634,ugri,4,1,,,
,1201284+704423,180.36838,70.73978,UDG,5.41,,"(120, 321)",1012.9880079218474,9667.20209501742,ugriz,5,1,,,
PGC25915,091244+594354,138.186,59.7317,dE,3.7,,"(140, 299)",2407.6491340850725,9495.315765561096,giz,3,1,2.0,,1.0
,0102539+305357,15.72453,30.89909,UDG,8.14,,"(27, 242)",5416.061741266534,3044.5134027012255,ugr,3,1,,,
,0904168+171814,136.06989,17.30386,UDG,6.81,,"(260, 215)",9420.079742228452,1201.7360794701162,u,1,1,,,
,0905202+172754,136.33426,17.46487,UDG,6.14,,"(260, 215)",4529.102271183901,4319.248336584504,u,1,1,,,
,1025553+434232,156.48024,43.7089,UDG,6.0,,"(227, 267)",4869.5351631937,9048.290783404045,ugri,4,1,,,
,1123330+233536,170.88741,23.5933,UDG,9.53,,"(313, 227)",855.4154296639272,6811.437307665456,u,1,1,,,
,1214418+274955,183.6741,27.83207,UDG,8.76,,"(324, 236)",1611.0642533017585,1748.4117942725002,ui,2,1,,,
,1212178+423735,183.07417,42.62637,UDG,9.43,,"(270, 265)",5455.713417986835,7449.009689176735,ugri,4,1,2.0,,1.0
,1119250+313056,169.85426,31.51545,UDG,5.47,,"(290, 243)",8399.21156056767,5302.595466951796,ugri,4,1,,,
,1135304+015942,173.87665,1.99492,UDG,10.44,,"(348, 184)",9443.07101476911,4901.864506209661,u,1,1,,,
,1135350+014634,173.89587,1.77623,UDG,13.46,,"(348, 184)",9071.370199016024,663.7787227856534,u,1,1,,,
,1353416+205615,208.42313,20.93743,UDG,5.86,,"(389, 222)",3453.7897290833594,3787.869677964043,u,1,1,,,
,1740073+462732,265.03028,46.45884,UDG,5.34,,"(365, 273)",6264.350059157196,4203.119206306369,ugri,4,1,,,
NGC6703,MATLAS-2138,281.593,45.2171,dIN ,0.0,,"(398, 270)",2754.3819132700396,9209.481280693331,i,1,1,,,
,0112072+012904,18.03007,1.48444,UDG,6.65,,"(36, 183)",4537.003290983432,4698.465818880071,u,1,1,,,
,1251370+244923,192.90408,24.82312,UDG,7.93,,"(350, 230)",8290.056518329311,1574.492695151433,u,1,1,2.0,,1.0
,1114105+533604,168.54372,53.6012,UDG,7.66,,"(201, 287)",9762.70708697367,6975.0086757857935,ugriz,5,1,,,
,1243202+011436,190.8342,1.24326,UDG,8.92,,"(382, 182)",8776.015937092377,9714.29438143557,u,1,1,2.0,,1.0
,1100,190.9036,1.1501,,7.39,0.002698867116123438,"(382, 182)",7431.478687701868,7908.842554240808,u,1,1,2.0,,1.0
,1058438+241738,164.68258,24.29402,UDG,6.18,,"(300, 229)",7819.027439888767,1009.9192159642689,u,1,1,,,
,1147219+552611,176.84143,55.43647,UDG,10.55,,"(200, 291)",1814.9975050626422,3775.484822044654,uiz,3,1,2.0,,1.0
PGC40692,122322+310140,185.8436,31.0279,dE,13.46,0.0021133499685674906,"(319, 242)",8892.941505007106,5544.7782360806905,ugri,4,1,2.0,,1.0
PGC40692,122331+310348,185.8792,31.0634,dE,6.35,,"(319, 242)",8300.527759455195,6231.58171296549,ugri,4,1,2.0,,1.0
,1033036+445828,158.26504,44.97435,UDG,5.79,,"(224, 270)",6739.401369981762,4504.2907654515575,ugri,4,1,,,
,1034292+450735,158.62182,45.12642,UDG,5.63,,"(224, 270)",1856.6140313037804,7454.361756628123,ugri,4,1,,,
,1201148+200209,180.31172,20.03591,UDG,11.14,,"(339, 220)",6209.112876653133,5696.1387614235955,u,1,1,,,
,0800184+252354,120.07651,25.39847,UDG,8.22,,"(217, 231)",7341.197060192481,3033.6236947799935,u,1,1,,,
,1000152+631103,150.06324,63.18412,UDG,12.04,,"(136, 306)",2548.903063829834,8573.419271442672,griz,4,1,,,
,1432229+254851,218.09537,25.81416,UDG,7.29,,"(392, 232)",4557.070853370949,1398.643490424166,u,1,1,,,
,1618078+181027,244.5323,18.17409,UDG,5.44,,"(465, 216)",3760.247002716554,8373.921387326416,u,1,1,,,
,1311,197.5034,18.9249,,2.77,0.008019214496016502,"(373, 218)",286.1726801960758,3548.0696859993204,u,1,1,2.0,,
,1107409+723209,166.92054,72.53588,UDG,6.45,,"(100, 325)",1248.500180908276,5715.462195056545,giz,3,1,2.0,,1.0
,1002313+763935,150.63048,76.65968,UDG,5.68,,"(70, 333)",1859.0543644693648,8113.176206178048,gri,3,1,,,
,1308004+284358,197.00153,28.73285,UDG,5.87,,"(346, 237)",2518.856495010056,9513.936327804575,ui,2,1,,,
NGC4565,dw1235p2616,188.843,26.2706,,4.32982761348947,,"(338, 233)",4959.423949481765,554.4423373039526,u,1,1,2.0,,1.0
PGC42038,123457+261850,188.7397,26.314,dE,3.39,,"(338, 233)",6753.861823403082,1396.185110281168,u,1,1,2.0,,1.0
,1210445+232352,182.68538,23.39782,UDG,8.3,,"(335, 227)",4350.918514292543,3019.9374803175224,u,1,1,,,
PGC39600,122040+470002,185.1677,47.0006,dE,9.3,,"(253, 274)",9184.504924441611,5020.083251620918,ugri,4,1,2.0,,1.0
PGC40228,122054+464948,185.2289,46.8302,dE,9.92,,"(253, 274)",8386.431118868708,1714.9474356183391,ugri,4,1,2.0,,1.0
,1142173+213130,175.57228,21.52508,UDG,5.64,,"(327, 223)",7799.128715693389,5487.416048202659,u,1,1,,,
,1128483+504021,172.20106,50.67261,UDG,7.39,,"(219, 281)",4356.193667164179,8345.240863943694,ugiz,4,1,,,
PGC70264,230112+163230,345.3003,16.5417,dE,3.68,,"(662, 213)",3435.6381893891294,5808.430236196965,u,1,1,2.0,,1.0
PGC70264,230145+162721,345.4379,16.456,UDG,20.44,,"(662, 213)",877.6098598488188,4149.5858658311545,u,1,1,2.0,,1.0
,1416260+274136,214.1085,27.69326,UDG,5.45,,"(380, 235)",6614.162290596194,8745.808552172613,u,1,1,,,
,0847121+221606,131.80026,22.26836,UDG,5.98,,"(244, 225)",9511.961926890013,514.7863021443845,u,1,1,,,
,2335196+000409,353.83154,0.06908,UDG,5.74,,"(708, 180)",8264.589632963634,6338.705247782353,u,1,1,,,
,1213583+331207,183.49277,33.20187,UDG,8.28,,"(308, 246)",7127.088468715498,8913.380957999112,ugri,4,1,2.0,,1.0
PGC34684,112142+200555,170.4278,20.0987,dE,3.46,,"(320, 220)",2099.8903061246438,6914.091516172508,u,1,1,2.0,,1.0
PGC34684,112150+201039,170.4612,20.1777,TS,0.72,,"(320, 220)",1493.8055003866948,8445.687259051965,u,1,1,2.0,,1.0
,1121404+200008,170.4182,20.00217,UDG,5.93,,"(320, 220)",2272.9280449408348,5043.271415222915,u,1,1,,,
,0128295+305812,22.12285,30.96996,UDG,5.45,,"(38, 242)",5717.565181511436,4417.99503146488,ugr,3,1,,,
NGC4565,dw1236p2634,189.2441,26.5786,,6.40634221755688,,"(339, 233)",7690.912101613072,6524.818833705226,u,1,1,2.0,,1.0
NGC4565,dw1237p2637,189.4283,26.6243,,5.23288613495785,,"(339, 233)",4498.729724506978,7408.865689766784,u,1,1,2.0,,1.0
,2338066+003203,354.5274,0.53414,UDG,8.47,,"(709, 181)",4730.620565295888,5661.598203853656,u,1,1,,,
NGC7716,NSA-31702,354.3508,0.391,,,,"(709, 181)",8152.874665536249,2887.720956341183,u,1,1,,,
,1206505+243023,181.71054,24.5065,UDG,6.41,,"(331, 229)",7915.344588163619,5127.708004238849,u,1,1,,,
,0042533+041718,10.72202,4.28844,UDG,5.46,,"(21, 189)",1336.9264936120098,900.6209077807771,u,1,1,,,
,1558537+204155,239.72369,20.69871,UDG,6.48,,"(449, 221)",4177.200065398446,8850.924507605507,u,1,1,,,
,2217225+204751,334.34378,20.79739,UDG,7.69,,"(624, 222)",2345.185086282161,1074.8172599705267,ur,2,1,,,
PGC39492,121758+274935,184.4953,27.8264,dE,5.14,,"(326, 236)",6947.211376896409,1636.7028370828607,ui,2,1,2.0,,1.0
PGC39492,121820+281117,184.5842,28.1883,dE,5.48,0.002344955690205097,"(326, 236)",5422.205475403342,8649.115023817669,ui,2,1,2.0,,1.0
,1217267+275954,184.36105,27.99845,UDG,6.44,,"(326, 236)",9241.255725645333,4974.2693657894215,ui,2,1,2.0,,1.0
,1218173+280658,184.57192,28.11624,UDG,6.1,,"(326, 236)",5632.379975760366,7252.710052708486,ui,2,1,2.0,,1.0
PGC41361,122747+191259,186.9492,19.2166,dE,10.29,,"(354, 218)",9568.642668305056,9200.779726219993,u,1,1,2.0,,1.0
,0802326+400606,120.63599,40.10161,UDG,5.5,,"(185, 260)",6692.560647626187,6970.18494807509,ugriz,5,1,,,
,1436216+584612,219.09011,58.77007,UDG,8.28,,"(226, 298)",8126.246432437693,551.4295340008448,ugriz,5,1,,,
,65,179.3969,2.1678,,7.81,0.003213120624423027,"(359, 184)",9115.37478127484,8252.088100942867,u,1,1,1.0,,
,1142303+521038,175.62625,52.1773,UDG,8.79,,"(216, 284)",2561.8180562064604,8439.34958588238,ugiz,4,1,,,
PGC218,000250+163742,0.7105,16.6284,dE,10.67,,"(692, 213)",7782.023744685466,7489.303994164637,u,1,1,2.0,,1.0
PGC218,000306+161829,0.7791,16.3083,dE,16.13,,"(692, 213)",6510.710793059104,1285.3394865014975,u,1,1,2.0,,1.0
,0002490+163547,0.70412,16.59652,UDG,9.17,,"(692, 213)",7900.9705150531145,6871.588848896932,u,1,1,2.0,,1.0
,0745555+304241,116.48126,30.71142,UDG,5.77,,"(201, 241)",7636.577477737668,9098.97863152973,ugr,3,1,,,
,1519491+685258,229.95473,68.88277,UDG,5.42,,"(165, 318)",6784.472128332615,2731.9137919556833,ugriz,5,1,,,
,1403335+351114,210.88958,35.18728,UDG,6.03,,"(346, 250)",9821.48348810622,8636.686358289146,ugri,4,1,,,
,1404023+351443,211.00954,35.24514,UDG,5.93,,"(346, 250)",7919.470355531435,9753.300214814793,ugri,4,1,,,
,0050358+265000,12.64933,26.83327,UDG,8.01,0.1145939975976944,"(23, 234)",9451.456415653625,1773.4501904235772,ur,2,1,2.0,,
PGC39414,121753+704217,184.4741,70.7048,dE,4.16,,"(123, 321)",3489.890571848129,8971.761870306382,ugriz,5,1,2.0,,1.0
PGC39414,121753+704216,184.4742,70.7047,dE,4.09,,"(123, 321)",3489.242699976096,8969.826450128736,ugriz,5,1,2.0,,1.0
M81,IC2574,157.1413,68.4328,,187.786679283021,,"(115, 317)",3202.515931865857,3701.413984527755,griz,4,1,2.0,,1.0
NGC2549,MATLAS-372,125.636,57.3251,dI  ,2.36,,"(135, 295)",4918.732523460146,1610.613357184679,ugriz,5,1,2.0,,1.0
PGC49514,135407+404901,208.5317,40.817,dE,5.76,0.008968204259872437,"(315, 262)",7314.993439867644,1455.721960809105,gi,2,1,2.0,,1.0
PGC49514,135527+410819,208.8645,41.1388,dE,6.2,0.007441817317157984,"(315, 262)",2446.6043685501554,7692.370144949008,gi,2,1,2.0,,1.0
NGC4251,MATLAS-1330,185.0599,27.9887,dE  ,4.02,,"(327, 236)",6973.118184888508,4781.949438147031,ui,2,1,2.0,,1.0
PGC39492,122101+275355,185.2554,27.8988,dE,9.55,0.024860266596078873,"(327, 236)",3626.496073437259,3039.296611482883,ui,2,1,2.0,,1.0
,1220187+280132,185.07809,28.02559,UDG,12.01,,"(327, 236)",6661.273984601408,5496.569231701877,ui,2,1,2.0,,1.0
,1221254+280821,185.35568,28.13904,UDG,8.34,,"(327, 236)",1915.9112121107842,7696.7471789937745,ui,2,1,,,
,1149185+260918,177.327,26.15508,UDG,9.86,,"(319, 232)",7313.663882758961,8006.480823828359,u,1,1,,,
NGC2852,MATLAS-500,140.5262,40.1194,dE  ,2.93,,"(215, 260)",2111.4928738878443,7317.01764101564,ugri,4,1,2.0,,1.0
PGC26571,092117+400644,140.3248,40.1124,dE,4.21,,"(215, 260)",5096.091608262567,7178.201817684381,ugri,4,1,2.0,,1.0
PGC26571,092128+400256,140.3679,40.0491,dE,2.29,,"(215, 260)",4456.81503252118,5951.619032448478,ugri,4,1,2.0,,1.0
PGC26571,092134+400517,140.3926,40.0883,dE,2.39,,"(215, 260)",4090.9260157727263,6711.477097469258,ugri,4,1,2.0,,1.0
PGC26571,092141+400925,140.423,40.1571,dE,3.38,,"(215, 260)",3641.5886884332413,8045.143976210955,ugri,4,1,2.0,,1.0
,1453127+251753,223.30294,25.29818,UDG,8.0,,"(403, 231)",4030.440890602511,1089.1214537855135,u,1,1,,,
,1715465+715028,258.94391,71.84123,UDG,10.24,,"(160, 324)",4646.859535568991,1923.3652778652995,ugriz,5,1,,,
PGC10266,024200+000052,40.5016,0.0145,BC,5.18,0.0036312469746917486,"(81, 180)",4968.993658062773,5280.994979840833,u,1,1,2.0,,1.0
PGC10266,024259-000904,40.7467,-0.1514,dE,10.98,,"(81, 180)",219.18010943860008,2065.990869005331,u,1,1,2.0,,1.0
,1511009+395729,227.75358,39.95799,UDG,7.07,,"(349, 260)",5594.052262196046,4186.02273629413,ugri,4,1,,,
,1646088+753914,251.53659,75.654,UDG,6.88,,"(126, 331)",5388.682509533433,7984.63360122775,ugri,4,1,,,
,0011013+025027,2.75538,2.84084,UDG,6.64,,"(6, 186)",9814.390935033201,1916.1541409992105,u,1,1,,,
NGC4158,LS-446799-3923,182.6898,20.5927,,,0.008432917296886444,"(342, 221)",2667.1173466244218,6797.352329778774,u,1,1,2.0,,
NGC5273,MATLAS-1552,206.0597,36.2329,dE  ,3.1,,"(333, 252)",1023.5914667865713,9518.603057162065,ugi,3,1,2.0,,1.0
,1230342+231221,187.64235,23.20582,UDG,7.79,,"(345, 226)",632.934959371958,8992.277343719543,u,1,1,,,
NGC5457,UGC8837,208.6892,53.9043,,78.2854272325518,0.00048033229541033506,"(245, 288)",1806.1118477121913,3151.7318956984673,ugriz,5,1,2.0,,1.0
,1354074+534712,208.53066,53.78675,UDG,5.47,,"(245, 288)",3612.2417301972937,868.6012802578744,ugriz,5,1,,,
,1030419+274624,157.67448,27.77333,UDG,10.74,,"(278, 236)",760.6057922450354,611.6096569468064,ui,2,1,,,
PGC34566,112301+592217,170.7567,59.3716,dE,4.02,,"(173, 299)",1779.1055647412563,2519.627316566337,giz,3,1,2.0,,1.0
,1122156+591724,170.56505,59.28994,UDG,6.1,,"(173, 299)",3668.0570060685377,930.581595637138,giz,3,1,2.0,,1.0
,0211214-033854,32.83907,-3.64845,UDG,5.6,,"(66, 173)",9304.986158516878,2122.6542530513643,ur,2,1,,,
,1311146+341943,197.81063,34.32868,UDG,5.49,,"(326, 249)",4593.747849844261,1680.036796019237,ugri,4,1,,,
,1312158+341900,198.06582,34.31649,UDG,5.78,,"(326, 249)",509.13259885706884,1449.9532877715587,ugri,4,1,,,
,1221428+375913,185.42847,37.98705,UDG,13.54,,"(292, 256)",2681.3141546630354,4750.933051873337,ugri,4,1,,,
,1202489+502505,180.70361,50.41797,UDG,6.67,,"(230, 281)",6133.102228368421,3411.041854240123,ugriz,5,1,2.0,,1.0
,1513528+565433,228.46991,56.90907,UDG,7.99,,"(249, 294)",6289.2994066082265,3239.0180316320593,ugri,4,1,,,
NGC4736,dw1255p4035,193.7615,40.5902,,25.5277253064859,,"(295, 261)",8146.778337955451,6751.8045732289775,ugri,4,1,2.0,,1.0
NGC5422,MATLAS-1691,210.4179,55.0157,dE  ,5.63,,"(241, 290)",1304.9245254704456,5313.035738378306,ugriz,5,1,2.0,,1.0
PGC49874,140101+545555,210.2581,54.932,dE,2.91,0.005860583856701851,"(241, 290)",3076.4505192936954,3684.6034111529984,ugriz,5,1,2.0,,1.0
,0114237+231041,18.59895,23.17806,UDG,5.95,,"(34, 226)",2669.388021644489,8451.676634425035,u,1,1,,,
,1200284+562155,180.11824,56.36519,UDG,9.63,,"(199, 293)",6674.102365031391,2389.414138447784,giz,3,1,,,
,1201573+562827,180.48877,56.47415,UDG,7.6,,"(199, 293)",2703.43199837537,4502.6385753254335,giz,3,1,,,
,0220482-002754,35.20085,-0.46496,UDG,18.55,,"(70, 179)",1133.67328924824,5678.98434492825,u,1,1,2.0,,1.0
,0220548-003931,35.22841,-0.65866,UDG,5.85,,"(70, 179)",599.7289497877027,1925.2255215922846,u,1,1,,,
,1006234+285218,151.59739,28.8717,UDG,6.55,,"(265, 238)",3252.4689990835786,2514.433066997976,uri,3,1,,,
,1629003+400314,247.25145,40.05378,UDG,6.13,,"(379, 260)",6827.947466914642,6043.4659592901,ugri,4,1,,,
,1629161+395136,247.31717,39.85997,UDG,5.85,,"(379, 260)",5855.515118852869,2286.6334971942847,ugri,4,1,,,
,0908140+322406,137.05836,32.40171,UDG,5.99,,"(231, 245)",3179.3263266520635,3096.187165783307,ugri,4,1,,,
,0217256+011951,34.35664,1.33073,UDG,9.3,,"(69, 183)",8006.5598443628405,1719.8078287100589,u,1,1,,,
PGC50191,141354+551603,213.4756,55.2676,dE,6.17,0.005597872659564018,"(242, 291)",6678.15625444277,498.1334136485066,ugriz,5,1,2.0,,1.0
,1024021+764144,156.00876,76.69544,UDG,5.66,,"(73, 333)",6537.418558041836,8791.940481771955,gri,3,1,,,
,1413296+392212,213.37352,39.37003,UDG,6.52,,"(329, 259)",2199.285839514156,2484.210115288113,ugri,4,1,,,
PGC21033,072603+801132,111.5126,80.1923,dE,4.92,,"(39, 340)",7586.064334556588,8744.01075184314,gi,2,1,2.0,,1.0
PGC21164,073236+800804,113.1526,80.1345,dE,5.13,,"(39, 340)",2155.9903711858087,7627.420552449474,gi,2,1,2.0,,1.0
,1242564+262458,190.73503,26.41621,UDG,11.13,,"(341, 233)",1211.8894105113386,3379.4454745020457,u,1,1,,,
,1109132+544709,167.3049,54.78577,UDG,5.74,,"(192, 290)",5737.443168647116,848.772231679799,ugriz,5,1,2.0,,1.0
,0950333+434714,147.6387,43.7871,UDG,6.67,,"(212, 268)",1063.7509335941713,880.8875284434216,ugri,4,1,,,
,1206496+503215,181.70663,50.53757,UDG,6.87,,"(231, 281)",3458.0837847727175,5729.368282546992,griz,4,1,,,
PGC34232,111218+482252,168.0756,48.3813,dE,3.18,,"(223, 277)",7520.073472841184,2702.932728005913,ugri,4,1,2.0,,1.0
PGC34232,111345+482405,168.4393,48.4015,dE,3.32,0.006657516583800316,"(223, 277)",2839.7624363261134,3093.537244311293,ugri,4,1,2.0,,1.0
PGC34232,111415+481934,168.5643,48.3261,dE,2.11,0.007284706458449364,"(223, 277)",1225.9333962864262,1637.19350649435,ugri,4,1,2.0,,1.0
,1411124+254327,212.80147,25.72429,UDG,7.0,,"(384, 231)",3617.4681878070487,9346.94466266995,u,1,1,,,
NGC5582,MATLAS-1842,215.1111,39.7869,dE  ,7.77,,"(330, 260)",9186.047934265323,876.895159152793,ugri,4,1,2.0,,1.0
NGC5582,MATLAS-1845,215.2138,39.8003,dE  ,5.17,,"(330, 260)",7656.163896241667,1132.6523374628073,ugri,4,1,2.0,,1.0
NGC5582,MATLAS-1846,215.2204,39.868,dI  ,2.64,,"(330, 260)",7555.370309665197,2444.4281334858397,ugri,4,1,2.0,,1.0
NGC5582,MATLAS-1848,215.228,39.9142,dI  ,0.0,0.0055884188041090965,"(330, 260)",7440.679409010019,3339.5277109491344,ugri,4,1,2.0,,1.0
NGC5582,MATLAS-1849,215.2608,39.9099,dE  ,5.68,,"(330, 260)",6953.2683344068655,3255.3909637922993,ugri,4,1,2.0,,1.0
,1247354+265322,191.89738,26.8894,UDG,5.32,,"(342, 234)",5352.703521407798,2856.7123591153804,u,1,1,,,
NGC5611,MATLAS-1870,216.188,33.6521,dE  ,0.0,,"(361, 247)",9331.18655357492,7953.170907205404,ugri,4,1,2.0,,1.0
