host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
NGC4736,dw1308p4054,197.1913,40.901,,"(298, 262)",8451.475314344152,3086.1276897814705,"['u', 'g', 'r', 'i']",4,0
NGC4736,dw1311p4051,197.9217,40.863,,"(299, 262)",7458.418123539437,2347.43138299643,"['u', 'g', 'r', 'i']",4,0
NGC4826,UGC7929,191.3366,21.4271,,"(356, 223)",4555.339341059406,3587.307725624909,['u'],1,0
NGC4826,IC3840,192.9417,21.7349,,"(359, 223)",4683.718324451249,9552.162037048547,['u'],1,0
NGC4826,dw1252p2215,193.0237,22.2654,,"(357, 225)",8287.485430735705,455.6622963978607,['u'],1,0
NGC4826,dw1255p1912,193.921,19.2096,,"(367, 218)",7788.847659932387,9063.069234883067,['u'],1,0
NGC4826,dw1258p2329,194.7139,23.4899,,"(357, 227)",3752.9913175776273,4804.576796931442,['u'],1,0
NGC4826,dw1300p1843,195.1295,18.7177,,,,,,0,0
NGC4826,IC4107,195.6741,21.9979,,"(363, 224)",6436.656740029937,4959.679655868425,['u'],1,0
NGC4826,dw1245p2309,191.2591,23.1657,,"(352, 226)",3936.8235228815984,8211.321040236575,['u'],1,0
NGC4826,dw1251p2324,192.8683,23.4009,,"(354, 227)",7485.915065440049,3080.7470779811642,['u'],1,0
NGC5055,dw1310p4153,197.6743,41.8908,,"(294, 264)",6928.931784533351,2885.317476631331,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1312p4158,198.0772,41.9755,,"(294, 264)",1121.8094909475485,4531.3084673494495,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1312p4032,198.2159,40.5432,,"(301, 261)",651.1868675125515,5844.456226278281,"['u', 'g', 'r', 'i']",4,0
NGC5055,UGCA337,198.244,41.7864,,"(295, 264)",8422.098809058087,865.3470071404918,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1313p4202,198.4161,42.0431,,"(295, 264)",5931.535545280639,5835.585872274233,"['u', 'g', 'r', 'i']",4,0
NGC5055,UGC8313,198.4754,42.2092,,"(295, 264)",5077.908180238591,9054.099702120455,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1315p4123,198.8158,41.3967,,"(298, 263)",6858.869389443524,2999.5225349565535,"['g', 'r', 'i']",3,0
NGC5055,dw1315p4130,198.8742,41.5022,,"(298, 263)",6008.257131232863,5043.038763460609,"['g', 'r', 'i']",3,0
NGC5055,dw1321p4226,200.3708,42.4334,,"(295, 265)",560.3905925951767,3717.474621376319,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1305p4206-n2,196.499,42.1062,,"(292, 264)",4473.480484439464,7058.161126487735,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1308p4054-n2,197.1913,40.901,,"(298, 262)",8451.475314344152,3086.1276897814705,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1311p4051-n2,197.9217,40.8631,,"(299, 262)",7458.414401354567,2349.3692916142154,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1315p4304,198.7521,43.0849,,"(291, 266)",7746.387238903175,6648.451996066263,"['u', 'g', 'r', 'i']",4,0
NGC5055,dw1323p4058,200.935,40.9728,,"(303, 262)",2139.071887532874,4476.093084893722,"['u', 'g', 'r', 'i']",4,0
CENA,KK189,198.1875,-41.8319,,,,,,0,0
CENA,ESO269-066,198.2875,-44.89,,,,,,0,0
CENA,NGC5011C,198.2958,-43.2656,,,,,,0,0
CENA,KK196,200.4458,-45.0633,,,,,,0,0
CENA,KK197,200.5042,-42.5356,,,,,,0,0
CENA,KKS55,200.55,-42.7308,,,,,,0,0
CENA,CENA-MM-DW4,200.7583,-41.7861,,,,,,0,0
CENA,dw1323-40b,201.0,-40.8367,,,,,,0,0
CENA,dw1323-40,201.2421,-40.7622,,,,,,0,0
CENA,CENA-MM-DW6,201.4875,-41.0942,,,,,,0,0
CENA,CENA-MM-DW7,201.6167,-43.5567,,,,,,0,0
CENA,ESO324-024,201.9042,-41.4806,,,,,,0,0
CENA,KK203,201.8667,-45.3525,,,,,,0,0
CENA,dw1329-45,202.3121,-45.1767,,,,,,0,0
CENA,CENA-MM-DW1,202.5583,-41.8933,,,,,,0,0
CENA,CENA-MM-DW3,202.5875,-42.1925,,,,,,0,0
CENA,CENA-MM-DW9,203.2542,-42.53,,,,,,0,0
CENA,CENA-MM-DW8,203.3917,-41.6078,,,,,,0,0
CENA,dw1336-44,204.2033,-43.8578,,,,,,0,0
CENA,NGC5237,204.4127,-42.8469,,,,,,0,0
CENA,KKS57,205.4083,-42.5819,,,,,,0,0
CENA,dw1341-43,205.4025,-43.8554,,,,,,0,0
NGC5194,NGC5195,202.4983,47.2661,,"(274, 275)",8778.832872476214,474.19541012413174,"['g', 'r', 'i']",3,0
NGC5194,dw1330p4731,202.6411,47.5257,,"(274, 275)",6891.569289723297,5499.799349460405,"['g', 'r', 'i']",3,0
NGC5236,dw1335-29,203.9417,-29.7067,,,,,,0,0
NGC5236,dw1340-30,205.0792,-30.3597,,,,,,0,0
NGC5236,KK200,201.15,-30.9717,,,,,,0,0
NGC5236,IC4247,201.6875,-30.3625,,,,,,0,0
NGC5236,ESO444-84,204.3333,-28.0442,,,,,,0,0
NGC5236,IC4316,205.075,-28.8947,,,,,,0,0
NGC5236,ESO444-78,204.1292,-29.2342,,,,,,0,0
NGC5236,KK208,204.15,-29.5708,,,,,,0,0
NGC5236,NGC5264,205.4042,-29.9131,,,,,,0,0
NGC5236,KK218,206.6667,-29.9781,,,,,,0,0
NGC5236,HIJ1337-33,204.2542,-33.3631,,,,,,0,0
NGC5457,dw1350p5441,207.7431,54.6892,,"(241, 289)",2356.751720389956,8670.955093864673,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,UGC8837,208.6892,53.9043,,"(245, 288)",1806.1118477121913,3151.7318956984673,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,UGC8882,209.3112,54.1008,,"(246, 288)",4419.333235360211,6953.611314321167,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,dw1403p5337,210.7728,53.6147,,"(251, 287)",7464.82423097374,7226.482890445404,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,dw1403p5356,210.9373,53.9437,,"(248, 288)",5274.891771762464,3909.010731515277,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,NGC5474,211.2561,53.6617,,"(251, 287)",1912.3083197395817,8139.423110667737,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,dw1406p5344,211.708,53.7413,,"(252, 287)",6373.036435902895,9677.32903898638,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5457,dw1408p5419,212.1561,54.3254,,"(246, 289)",1113.9864702589884,1625.8949108513661,"['u', 'g', 'r', 'i', 'z']",5,0
NGC6744,dw1905m6316,286.4831,-63.2721,,,,,,0,0
NGC6744,dw1906m6357,286.7415,-63.9636,,,,,,0,0
NGC6744,dw1907m6342,286.8439,-63.7064,,,,,,0,0
NGC6744,dw1908m6343,287.183,-63.7301,,,,,,0,0
NGC6744,dw1911m6413,287.8437,-64.2226,,,,,,0,0
NGC6744,dw1859m6402,284.8605,-64.0396,,,,,,0,0
NGC6744,dw1901m6315,285.3732,-63.2594,,,,,,0,0
NGC6744,dw1903m6449,285.843,-64.8277,,,,,,0,0
NGC6744,dw1903m6405,285.9146,-64.0985,,,,,,0,0
NGC6744,dw1909m6341,287.2847,-63.6853,,,,,,0,0
NGC6744,dw1912m6432,288.0953,-64.5419,,,,,,0,0
NGC0448,MATLAS-1,18.2998,-2.0792,,,,,,0,0
NGC0448,MATLAS-2,18.3236,-1.1708,,,,,,0,0
NGC0448,MATLAS-3,18.3396,-1.8231,,,,,,0,0
NGC0448,MATLAS-4,18.4198,-1.9169,,,,,,0,0
NGC0448,MATLAS-5,18.6778,-1.0972,,,,,,0,0
NGC0448,MATLAS-6,18.6875,-1.2415,,,,,,0,0
NGC0448,MATLAS-7,18.7193,-1.0953,,,,,,0,0
NGC0448,MATLAS-8,18.7567,-1.4806,,,,,,0,0
NGC0448,MATLAS-9,18.7782,-1.2741,,,,,,0,0
NGC0448,MATLAS-10,18.7949,-1.4718,,,,,,0,0
NGC0448,MATLAS-11,18.7967,-1.1504,,,,,,0,0
NGC0448,MATLAS-12,18.8185,-1.5824,,,,,,0,0
NGC0448,MATLAS-13,18.8402,-1.1981,,,,,,0,0
NGC0448,MATLAS-14,18.9516,-1.3149,,,,,,0,0
NGC0448,MATLAS-15,18.9577,-1.3915,,,,,,0,0
NGC0448,MATLAS-16,18.9681,-1.4602,,,,,,0,0
NGC0448,MATLAS-17,19.1392,-1.8167,,,,,,0,0
NGC0448,MATLAS-18,19.2337,-2.0258,,,,,,0,0
NGC0474,MATLAS-19,19.5589,2.9039,,"(39, 186)",4377.973405060527,3137.6886797597717,['u'],1,0
NGC0474,MATLAS-20,19.5843,3.4333,,"(39, 187)",4074.1749471468174,3707.4456940151476,['u'],1,0
NGC0474,MATLAS-21,19.5941,3.3277,,"(39, 187)",3884.4759461326657,1661.027070864464,['u'],1,0
NGC0474,MATLAS-22,19.6847,3.4907,,"(39, 187)",2132.1873109364833,4820.001551104652,['u'],1,0
NGC0474,MATLAS-23,19.7116,3.5617,,"(39, 187)",1612.1130010429342,6196.004235577754,['u'],1,0
NGC0474,MATLAS-24,19.848,3.2397,,"(40, 186)",8471.979461229652,9645.47196700623,['u'],1,0
NGC0474,MATLAS-25,19.8589,3.3597,,"(40, 187)",8452.713235667432,2281.441104602458,['u'],1,0
NGC0474,MATLAS-26,19.9304,3.2466,,"(40, 186)",6877.66950720275,9778.972017072401,['u'],1,0
NGC0474,MATLAS-27,20.0623,3.6167,,"(40, 187)",4517.915943759433,7261.53480680533,['u'],1,0
NGC0474,MATLAS-28,20.119,3.6088,,"(40, 187)",3421.300442035747,7108.504568706258,['u'],1,0
NGC0474,MATLAS-29,20.1466,3.1456,,"(40, 186)",2694.405064969114,7821.714741927564,['u'],1,0
NGC0502,MATLAS-30,20.2758,8.6653,,"(40, 197)",3971.6559230149437,8203.424162563513,['u'],1,0
NGC0502,MATLAS-31,20.3402,8.8382,,"(40, 198)",3259.408355311215,1864.6874740333124,['u'],1,0
NGC0502,MATLAS-32,20.3638,9.1801,,"(40, 198)",2809.56330320947,8490.512031892476,['u'],1,0
NGC0474,MATLAS-33,20.3849,3.6714,,"(41, 187)",7966.808784411371,8321.818618376301,['u'],1,0
NGC0474,MATLAS-34,20.3962,3.5636,,"(41, 187)",7748.589805883637,6232.714464672748,['u'],1,0
NGC0474,MATLAS-35,20.4945,3.9712,,"(41, 188)",6074.089475359884,4441.921863857352,['u'],1,0
NGC0502,MATLAS-36,20.5175,8.9702,,"(41, 198)",9556.481598905946,4423.982612566977,['u'],1,0
NGC0502,MATLAS-37,20.531,9.1407,,"(41, 198)",9296.035565874889,7727.96292951097,['u'],1,0
NGC0502,MATLAS-38,20.5753,9.1776,,"(41, 198)",8448.084561149917,8442.579974395614,['u'],1,0
NGC0502,MATLAS-39,20.5831,9.0089,,"(41, 198)",8300.400726384836,5173.250453401655,['u'],1,0
NGC0502,MATLAS-40,20.5962,9.0368,,"(41, 198)",8049.4307257896135,5713.811952658998,['u'],1,0
NGC0502,MATLAS-41,20.6222,8.7659,,"(41, 198)",7553.739590025716,463.8121977219362,['u'],1,0
NGC0502,MATLAS-42,20.626,8.7614,,"(41, 198)",7480.989564252117,376.57972070284086,['u'],1,0
NGC0502,MATLAS-43,20.6259,8.7853,,"(41, 198)",7482.740939661014,839.745996435041,['u'],1,0
NGC0502,MATLAS-44,20.6799,9.4184,,"(41, 199)",7010.319783511463,3418.977374934332,['u'],1,0
NGC0502,MATLAS-45,20.6999,9.1027,,"(41, 198)",6064.574359290243,6990.303473635453,['u'],1,0
NGC0525,MATLAS-46,20.7054,9.7262,,"(41, 199)",6521.447313668806,9383.723034204031,['u'],1,0
NGC0502,MATLAS-47,20.7197,9.1419,,"(41, 198)",5685.627934203442,7749.914637643038,['u'],1,0
NGC0502,MATLAS-48,20.734,8.6737,,"(41, 197)",4878.841227124562,8366.137316630242,['u'],1,0
NGC0502,MATLAS-49,20.7644,9.1019,,"(41, 198)",4830.369862264355,6974.720559544265,['u'],1,0
NGC0502,MATLAS-50,20.7645,9.3516,,"(41, 199)",5393.032795024822,2124.1668108596937,['u'],1,0
NGC0502,MATLAS-51,20.7996,9.2761,,"(41, 199)",4721.807621654986,661.0336317299898,['u'],1,0
NGC0502,MATLAS-52,20.7998,8.7176,,"(41, 197)",3618.440665336604,9217.014571722328,['u'],1,0
NGC0502,MATLAS-53,20.8013,8.8922,,"(41, 198)",4123.780963976587,2910.9993397877574,['u'],1,0
NGC0502,MATLAS-54,20.8212,9.3629,,"(41, 199)",4308.867740015962,2343.1744715243112,['u'],1,0
NGC0524,MATLAS-55,20.8342,9.4761,,"(41, 199)",4060.607167086657,4536.909069584202,['u'],1,0
NGC0502,MATLAS-56,20.8424,9.1637,,"(41, 198)",3338.12385018601,8172.545616725769,['u'],1,0
NGC0502,MATLAS-57,20.847,9.0136,,"(41, 198)",3249.3913523988494,5263.772825537175,['u'],1,0
NGC0502,MATLAS-58,20.8537,8.9194,,"(41, 198)",3120.66604229364,3438.304107123634,['u'],1,0
NGC0525,MATLAS-59,20.8548,9.7517,,"(41, 200)",4263.643047724111,188.21515259005082,['u'],1,0
NGC0502,MATLAS-60,20.8566,8.9779,,"(41, 198)",3065.459244054221,4571.991136809692,['u'],1,0
NGC0502,MATLAS-61,20.8817,9.2798,,"(41, 199)",3151.60660778052,732.9825690263524,['u'],1,0
NGC0524,MATLAS-62,20.959,9.4115,,"(41, 199)",1674.4773253377662,3285.785820829747,['u'],1,0
NGC0525,MATLAS-63,20.9594,9.7984,,"(41, 200)",2266.260631786343,1093.7659945480373,['u'],1,0
NGC0502,MATLAS-64,20.9858,9.0735,,"(41, 198)",593.5153434324275,6425.750994247635,['u'],1,0
NGC0525,MATLAS-65,20.9905,10.1382,,"(41, 200)",1675.8360865532359,7679.0677625786775,['u'],1,0
NGC0524,MATLAS-66,21.0339,9.6318,,"(41, 199)",245.57057708314005,7555.8794084047095,['u'],1,0
NGC0525,MATLAS-67,21.0381,9.8522,,"(41, 200)",764.0606406767738,2137.1860626891057,['u'],1,0
NGC0524,MATLAS-68,21.043,9.2823,,"(42, 199)",9762.37506585363,782.8485361386947,['u'],1,0
NGC0502,MATLAS-69,21.0565,8.5232,,"(42, 197)",8387.005509330636,5450.366173012999,['u'],1,0
NGC0525,MATLAS-70,21.0623,9.7424,,"(42, 199)",9387.349709490514,9698.977082293903,['u'],1,0
NGC0525,MATLAS-71,21.0757,9.7595,,"(42, 200)",9741.44442510006,341.0731422514209,['u'],1,0
NGC0524,MATLAS-72,21.0758,9.4856,,"(42, 199)",9132.600026195623,4722.227900507702,['u'],1,0
NGC0502,MATLAS-73,21.0794,8.8299,,"(42, 198)",8492.238011766385,1704.4817166815883,['u'],1,0
NGC0525,MATLAS-74,21.0877,9.7005,,"(42, 199)",8902.689527589791,8886.670528514325,['u'],1,0
NGC0525,MATLAS-75,21.0934,10.0359,,"(42, 200)",9399.649284027619,5697.247506669423,['u'],1,0
NGC0524,MATLAS-76,21.0949,9.4394,,"(42, 199)",8768.026482982612,3826.697327973886,['u'],1,0
NGC0524,MATLAS-77,21.1004,9.388,,"(42, 199)",8663.43394523639,2830.5525039154372,['u'],1,0
NGC0502,MATLAS-78,21.1104,8.7518,,"(42, 197)",7352.604444869672,9880.038169964668,['u'],1,0
NGC0525,MATLAS-79,21.1257,9.8418,,"(42, 200)",8785.538219928098,1935.359650124667,['u'],1,0
NGC0525,MATLAS-80,21.1332,9.8867,,"(42, 200)",8641.829748752869,2805.401486949144,['u'],1,0
NGC0502,MATLAS-81,21.1349,8.563,,"(42, 197)",6884.269756279691,6221.115950006462,['u'],1,0
NGC0524,MATLAS-82,21.1424,9.5758,,"(42, 199)",7858.841944295242,6469.547202083155,['u'],1,0
NGC0524,MATLAS-83,21.1501,9.4704,,"(42, 199)",7712.536984926383,4426.935328670394,['u'],1,0
NGC0525,MATLAS-84,21.1514,10.1668,,"(42, 200)",8291.527636221588,8233.295190048451,['u'],1,0
NGC0525,MATLAS-85,21.1687,9.795,,"(42, 200)",7964.9221367846985,1027.978902891713,['u'],1,0
NGC0525,MATLAS-86,21.1724,9.8724,,"(42, 200)",7893.575275273708,2527.8963091872192,['u'],1,0
NGC0524,MATLAS-87,21.1941,9.1329,,"(42, 198)",6294.708891076567,7575.5902474655195,['u'],1,0
NGC0524,MATLAS-88,21.216,9.1138,,"(42, 198)",5875.734494098462,7205.384371370059,['u'],1,0
NGC0525,MATLAS-89,21.2179,9.843,,"(42, 200)",7025.065991417465,1957.8154901324556,['u'],1,0
NGC0524,MATLAS-90,21.2233,9.2294,,"(42, 198)",5735.818340520466,9445.597646241004,['u'],1,0
NGC0524,MATLAS-91,21.2401,9.6221,,"(42, 199)",5991.75628008117,7366.250140638474,['u'],1,0
NGC0524,MATLAS-92,21.2582,9.3754,,"(42, 199)",5646.396251810436,2585.4083816022053,['u'],1,0
NGC0524,MATLAS-93,21.2836,9.6079,,"(42, 199)",5160.635293909628,7090.994622723712,['u'],1,0
NGC0524,MATLAS-94,21.2896,9.1832,,"(42, 198)",4467.54792459652,8550.25888876967,['u'],1,0
NGC0524,MATLAS-95,21.3583,9.623,,"(42, 199)",3733.38506931779,7383.738688538812,['u'],1,0
NGC0524,MATLAS-96,21.3662,9.5847,,"(42, 199)",3582.286243455338,6641.5522581723335,['u'],1,0
NGC0525,MATLAS-97,21.3665,9.8415,,"(42, 200)",4187.7249674406585,1928.477959526589,['u'],1,0
NGC0525,MATLAS-98,21.3793,9.6573,,"(42, 199)",3332.3186611813735,8048.531765522723,['u'],1,0
NGC0524,MATLAS-99,21.4067,9.2309,,"(42, 198)",2227.7050481661254,9475.189410088853,['u'],1,0
NGC0525,MATLAS-100,21.4236,10.1203,,"(42, 200)",3099.09530258378,7331.583200411318,['u'],1,0
NGC0524,MATLAS-101,21.4294,9.5553,,"(42, 199)",2374.401722240552,6072.179598878411,['u'],1,0
NGC0525,MATLAS-102,21.4601,9.6696,,"(42, 199)",1788.7900118127818,8287.473050744435,['u'],1,0
NGC0525,MATLAS-103,21.4671,9.6277,,"(42, 199)",1654.6532367288742,7475.552657855102,['u'],1,0
NGC0525,MATLAS-104,21.5084,9.8939,,"(42, 200)",1478.8619929953215,2944.863409497368,['u'],1,0
NGC0525,MATLAS-105,21.5397,9.62,,"(42, 199)",267.42822694151255,7327.188547785663,['u'],1,0
NGC0524,MATLAS-106,21.5453,9.5302,,"(42, 199)",159.16013213723636,5587.016362994362,['u'],1,0
NGC0525,MATLAS-107,21.5852,10.1517,,"(43, 200)",9701.642757315189,7941.578077322383,['u'],1,0
NGC0525,MATLAS-108,21.7314,9.7682,,"(43, 200)",6915.016336960866,508.2160135837785,['u'],1,0
NGC0661,MATLAS-109,25.6316,28.1847,,"(45, 236)",2458.7480675932143,8580.865313766702,"['u', 'r']",2,0
NGC0661,MATLAS-110,25.7293,28.8959,,"(45, 238)",4934.960174683418,2982.64870981441,"['u', 'r']",2,0
NGC0661,MATLAS-111,25.7514,28.5441,,"(45, 237)",2466.8489510753498,5856.184277089343,"['u', 'r']",2,0
NGC0661,MATLAS-112,25.8728,28.7761,,"(45, 238)",2497.3991978501876,662.576896393969,"['u', 'r']",2,0
NGC0661,MATLAS-113,25.9086,28.9173,,"(45, 238)",1893.5395339759739,3399.759190670077,"['u', 'r']",2,0
NGC0661,MATLAS-114,26.1341,28.6065,,"(46, 237)",5637.034781132882,7063.961673719998,"['u', 'r']",2,0
NGC0661,MATLAS-115,26.1497,28.6458,,"(46, 237)",5371.487508619496,7825.492953947007,"['u', 'r']",2,0
NGC0661,MATLAS-116,26.2854,29.0262,,"(46, 238)",5198.993791831778,5507.738779484219,"['u', 'r']",2,0
NGC0661,MATLAS-117,26.3186,28.7146,,"(46, 237)",2500.628622876897,9160.286092082682,"['u', 'r']",2,0
NGC0661,MATLAS-118,26.3511,28.375,,"(46, 237)",1938.4167927939643,2579.905563482222,"['u', 'r']",2,0
NGC0661,MATLAS-119,26.416,28.5031,,"(46, 237)",836.867703332965,5064.312940248149,"['u', 'r']",2,0
NGC0661,MATLAS-120,26.4259,28.7404,,"(46, 237)",678.0093226410081,9663.343191425898,"['u', 'r']",2,0
NGC0661,MATLAS-121,26.5425,28.8157,,"(46, 238)",833.9674570373927,1432.7441104030727,"['u', 'r']",2,0
NGC0680,MATLAS-122,26.9508,22.1426,,"(50, 224)",5225.603196953243,7763.455256872743,['u'],1,0
NGC0680,MATLAS-123,27.1884,22.1089,,"(50, 224)",959.7547765519885,7113.3578450339455,['u'],1,0
NGC0680,MATLAS-124,27.2047,21.5792,,"(51, 223)",8646.487263716343,6537.183115458423,['u'],1,0
NGC0680,MATLAS-125,27.2088,22.1143,,"(50, 224)",593.6549162462934,7218.571293767449,['u'],1,0
NGC0680,MATLAS-126,27.2889,22.0435,,"(51, 224)",8839.213939897445,5845.672645149361,['u'],1,0
NGC0680,MATLAS-127,27.4368,22.3744,,"(51, 225)",7942.504071182719,2567.60326318719,['u'],1,0
NGC0680,MATLAS-128,27.4706,22.4427,,"(51, 225)",7335.6492659304595,3890.5996829329893,['u'],1,0
NGC0680,MATLAS-129,27.572,22.0363,,"(51, 224)",3753.9946372314475,5703.7394579480215,['u'],1,0
NGC0680,MATLAS-130,27.573,22.0601,,"(51, 224)",3736.24353683993,6164.967595291913,['u'],1,0
NGC0680,MATLAS-131,27.6099,21.9517,,"(51, 224)",3072.035909083781,4064.6704664984736,['u'],1,0
NGC0680,MATLAS-132,27.6409,22.0435,,"(51, 224)",2516.4486258266065,5844.109741975723,['u'],1,0
NGC0680,MATLAS-133,27.6792,21.9318,,"(51, 224)",1825.9876154590156,3680.1806898992254,['u'],1,0
NGC0680,MATLAS-134,27.7089,21.482,,"(52, 223)",9247.495934411421,4654.375907371691,['u'],1,0
NGC0680,MATLAS-135,27.7158,22.0392,,"(51, 224)",1170.9422829925347,5762.328280588536,['u'],1,0
NGC0680,MATLAS-136,27.8001,21.997,,"(52, 224)",9344.800839200552,4945.297100694716,['u'],1,0
NGC0680,MATLAS-137,27.835,22.2765,,"(51, 225)",803.736579889639,672.027933819274,['u'],1,0
NGC0680,MATLAS-138,27.8987,22.294,,"(52, 225)",9366.045147795028,1011.4357975203902,['u'],1,0
NGC0680,MATLAS-139,27.9342,22.3327,,"(52, 225)",8728.463060936794,1760.461752587682,['u'],1,0
NGC0680,MATLAS-140,27.9586,22.309,,"(52, 225)",8291.64050364169,1300.6061865393071,['u'],1,0
NGC0770,MATLAS-141,29.4714,18.8628,,"(56, 218)",7603.656214645109,2342.2440553157194,['u'],1,0
NGC0770,MATLAS-142,29.765,19.5476,,"(56, 219)",3881.6977804511826,5922.638838229396,['u'],1,0
NGC0770,MATLAS-143,29.8144,18.4778,,"(57, 217)",9386.03433761593,4572.681791963014,['u'],1,0
NGC0770,MATLAS-144,29.8322,18.7472,,"(57, 217)",9052.482610108596,9793.019527374938,['u'],1,0
NGC0770,MATLAS-145,29.8545,19.0941,,"(56, 218)",584.3768002015986,6826.601493027654,['u'],1,0
NGC0770,MATLAS-146,29.925,19.0219,,"(57, 218)",8979.090851151654,5426.857395260016,['u'],1,0
NGC0770,MATLAS-147,30.0131,19.2778,,"(57, 219)",9044.26836802602,696.5487953055845,['u'],1,0
NGC0770,MATLAS-148,30.0411,18.8296,,"(57, 218)",6854.176972616813,1698.342781741539,['u'],1,0
NGC0770,MATLAS-149,30.0435,19.3647,,"(57, 219)",8486.299379514398,2379.9449828839724,['u'],1,0
NGC0770,MATLAS-150,30.1818,19.3897,,"(57, 219)",5957.644837696214,2862.643011391912,['u'],1,0
NGC0770,MATLAS-151,30.1832,19.1669,,"(57, 218)",4249.309651871264,8234.44639799709,['u'],1,0
NGC0770,MATLAS-152,30.2469,18.6122,,"(57, 217)",1439.4856026487705,7176.245068420823,['u'],1,0
NGC0821,MATLAS-153,31.5609,10.8713,,,,,,0,0
NGC0821,MATLAS-154,31.7166,10.9491,,,,,,0,0
NGC0821,MATLAS-155,31.8681,10.9775,,,,,,0,0
NGC0821,MATLAS-156,31.9753,11.3128,,,,,,0,0
NGC0936,MATLAS-157,36.5367,-1.5211,,,,,,0,0
NGC0936,MATLAS-158,36.5494,-0.6509,,"(73, 179)",4069.6698521282406,2075.7031875331777,['u'],1,0
NGC0936,MATLAS-159,36.574,-1.4196,,,,,,0,0
NGC0936,MATLAS-160,36.6042,-0.7419,,"(73, 179)",3007.7931789616678,312.1776827413514,['u'],1,0
NGC0936,MATLAS-161,36.6135,-0.8365,,,,,,0,0
NGC0936,MATLAS-162,36.7392,-1.3767,,,,,,0,0
NGC0936,MATLAS-163,36.8022,-1.2106,,,,,,0,0
NGC0936,MATLAS-164,36.8375,-0.8687,,,,,,0,0
NGC0936,MATLAS-165,36.8495,-0.9639,,,,,,0,0
NGC0936,MATLAS-166,36.8802,-0.6398,,"(74, 179)",7348.766929383326,2290.787755729313,['u'],1,0
NGC0936,MATLAS-167,36.887,-1.2303,,,,,,0,0
NGC0936,MATLAS-168,37.0169,-1.4552,,,,,,0,0
NGC0936,MATLAS-169,37.0782,-0.6076,,"(74, 179)",3511.948225933851,2914.81047933512,['u'],1,0
NGC0936,MATLAS-170,37.0925,-1.5871,,,,,,0,0
NGC0936,MATLAS-171,37.1145,-1.6418,,,,,,0,0
NGC0936,MATLAS-172,37.1537,-0.6455,,"(74, 179)",2048.9271329452495,2180.3105353914652,['u'],1,0
NGC0936,MATLAS-173,37.1547,-1.5092,,,,,,0,0
NGC0936,MATLAS-174,37.162,-1.5942,,,,,,0,0
NGC0936,MATLAS-175,37.1947,-1.2031,,,,,,0,0
NGC0936,MATLAS-176,37.203,-0.7042,,"(74, 179)",1093.6275311751701,1042.7143953681662,['u'],1,0
NGC0936,MATLAS-177,37.2057,-1.3041,,,,,,0,0
NGC0936,MATLAS-178,37.2157,-0.869,,,,,,0,0
NGC0936,MATLAS-179,37.2419,-1.6351,,,,,,0,0
NGC0936,MATLAS-180,37.2446,-0.7574,,"(74, 179)",287.5444194296588,11.688982578511968,['u'],1,0
NGC0936,MATLAS-181,37.2487,-0.8538,,,,,,0,0
NGC0936,MATLAS-182,37.3618,-1.6749,,,,,,0,0
NGC0936,MATLAS-183,37.397,-0.8071,,,,,,0,0
NGC1023,MATLAS-184,39.4968,38.6032,,,,,,0,0
NGC1023,MATLAS-185,39.5181,39.5408,,,,,,0,0
NGC1023,MATLAS-186,39.5699,38.9476,,,,,,0,0
NGC1023,MATLAS-187,39.6238,39.0956,,,,,,0,0
NGC1023,MATLAS-188,39.8297,38.7783,,,,,,0,0
NGC1023,MATLAS-189,39.8321,39.4336,,,,,,0,0
NGC1023,MATLAS-190,39.8428,39.1728,,,,,,0,0
NGC1023,MATLAS-191,39.9458,39.0473,,,,,,0,0
NGC1023,MATLAS-192,40.0306,38.7489,,,,,,0,0
NGC1023,MATLAS-193,40.0866,38.7827,,,,,,0,0
NGC1023,MATLAS-194,40.1375,38.9004,,,,,,0,0
NGC1023,MATLAS-195,40.3169,39.3967,,,,,,0,0
NGC1023,MATLAS-196,40.3351,38.8675,,,,,,0,0
NGC1023,MATLAS-197,40.4351,39.5816,,,,,,0,0
NGC1023,MATLAS-198,40.5562,39.589,,,,,,0,0
NGC1023,MATLAS-199,40.6023,38.6349,,,,,,0,0
NGC1023,MATLAS-200,40.6178,38.9978,,,,,,0,0
NGC1023,MATLAS-201,40.7306,38.8827,,,,,,0,0
NGC1121,MATLAS-202,42.2231,-2.1181,,,,,,0,0
NGC1121,MATLAS-203,42.2498,-1.7697,,,,,,0,0
